"ym","cd","csd","csdname","cases","recips","depchld"
"199509","17","027","Saltspring Island",428,800,324
"199509","17","034","Victoria",7723,11134,2835
"199509","17","040","Esquimalt",1598,2710,915
"199509","17","041","Colwood",392,738,295
"199509","17","044","Langford",897,1738,740
"199509","17","047","View Royal",346,612,237
"199509","17","052","Sooke",654,1293,541
"199509","19","008","North Cowichan",1718,3403,1409
"199509","19","012","Duncan",554,1043,421
"199509","19","016","Lake Cowichan",385,852,386
"199509","21","007","Nanaimo",6715,12142,4642
"199509","21","010","Nanaimo A",299,507,172
"199509","21","018","Parksville",606,1117,436
"199509","21","032","Nanaimo F",397,729,262
"199509","23","008","Port Alberni",1865,3603,1455
"199509","24","034","Campbell River",1956,3721,1536
"199509","26","005","Comox",392,755,308
"199509","26","010","Courtenay",2363,4580,1882
"199509","27","008","Powell River",1087,1954,718
"199509","29","011","Sechelt",624,1110,420
"199509","31","006","Squamish",589,1147,484
"199509","33","042","Kamloops",5988,10670,3999
"199509","35","010","Kelowna",5352,9788,3776
"199509","35","029","West Kelowna",674,1491,711
"199509","35","802","Tsinstikeptum 9",262,518,211
"199509","37","014","Vernon",2702,5040,1991
"199509","37","028","Armstrong",388,781,340
"199509","39","032","Salmon Arm",637,1210,478
"199509","41","005","One Hundred Mile House",472,907,358
"199509","41","009","Williams Lake",899,1724,718
"199509","41","013","Quesnel",1085,2076,829
"199509","43","023","Port Hardy",364,717,309
"199509","47","012","Prince Rupert",1233,2468,1011
"199509","49","005","Kitimat",479,906,376
"199509","49","011","Terrace",948,1901,808
"199509","51","007","Vanderhoof",268,529,223
"199509","51","043","Smithers",326,599,239
"199509","53","023","Prince George",6413,11678,4681
"199509","55","014","Dawson Creek",1125,2131,889
"199509","55","034","Fort St. John",798,1563,678
"199510","01","022","Cranbrook",1447,2747,1081
"199510","03","004","Creston",437,818,309
"199510","03","015","Nelson",914,1569,578
"199510","03","045","Castlegar",391,725,288
"199510","03","052","Central Kootenay H",414,755,277
"199510","05","014","Trail",554,945,327
"199510","05","032","Grand Forks",394,723,272
"199510","07","014","Oliver",397,737,265
"199510","07","035","Summerland",366,757,330
"199510","07","041","Penticton",2219,4004,1520
"199510","07","055","Okanagan-Similkameen H",569,991,317
"199510","09","009","Hope",605,1083,401
"199510","09","020","Chilliwack",3664,7033,2892
"199510","09","052","Abbotsford",4789,9181,3777
"199510","09","056","Mission",2034,4025,1701
"199510","15","001","Langley Township",2178,3994,1602
"199510","15","002","Langley City",1499,2763,1106
"199510","15","004","Surrey",17981,33131,12880
"199510","15","007","White Rock",711,1028,273
"199510","15","011","Delta",2481,4388,1648
"199510","15","015","Richmond",4041,7211,2672
"199510","15","022","Vancouver",44572,63956,15819
"199510","15","025","Burnaby",9367,15494,5087
"199510","15","029","New Westminster",4434,6320,1496
"199510","15","034","Coquitlam",3748,6857,2600
"199510","15","039","Port Coquitlam",2109,3889,1543
"199510","15","043","Port Moody",618,1163,471
"199510","15","046","North Vancouver DM",1473,2512,896
"199510","15","051","North Vancouver City",2454,3963,1203
"199510","15","055","West Vancouver",333,475,117
"199510","15","070","Pitt Meadows",458,915,415
"199510","15","075","Maple Ridge",2894,5239,2003
"199510","17","010","Sidney",422,745,266
"199510","17","015","Central Saanich",285,499,185
"199510","17","021","Saanich",4023,6775,2367
"199510","17","027","Saltspring Island",424,785,312
"199510","17","034","Victoria",7574,10891,2767
"199510","17","040","Esquimalt",1601,2726,920
"199510","17","041","Colwood",390,747,303
"199510","17","044","Langford",863,1705,742
"199510","17","047","View Royal",337,612,243
"199510","17","052","Sooke",653,1286,534
"199510","19","008","North Cowichan",1688,3321,1368
"199510","19","012","Duncan",555,1035,420
"199510","19","016","Lake Cowichan",388,845,376
"199510","21","007","Nanaimo",6560,11947,4593
"199510","21","010","Nanaimo A",304,520,177
"199510","21","018","Parksville",593,1085,421
"199510","21","032","Nanaimo F",408,753,270
"199510","23","008","Port Alberni",1822,3564,1458
"199510","24","034","Campbell River",1985,3695,1489
"199510","26","005","Comox",388,733,291
"199510","26","010","Courtenay",2335,4494,1822
"199510","27","008","Powell River",1082,1934,705
"199510","29","011","Sechelt",602,1086,420
"199510","31","006","Squamish",576,1118,468
"199510","33","042","Kamloops",5603,10084,3827
"199510","35","010","Kelowna",5260,9573,3665
"199510","35","029","West Kelowna",671,1485,705
"199510","35","802","Tsinstikeptum 9",264,511,209
"199510","37","014","Vernon",2699,4966,1921
"199510","37","028","Armstrong",391,761,316
"199510","39","032","Salmon Arm",619,1146,445
"199510","41","005","One Hundred Mile House",439,859,349
"199510","41","009","Williams Lake",856,1651,696
"199510","41","013","Quesnel",1056,2000,786
"199510","43","023","Port Hardy",362,706,299
"199510","47","012","Prince Rupert",1323,2639,1063
"199510","49","005","Kitimat",468,889,368
"199510","49","011","Terrace",975,1937,816
"199510","51","007","Vanderhoof",268,539,230
"199510","51","043","Smithers",305,550,217
"199510","53","023","Prince George",6133,11272,4586
"199510","55","014","Dawson Creek",1069,2000,827
"199510","55","034","Fort St. John",780,1510,646
"199511","01","022","Cranbrook",1451,2705,1041
"199511","03","004","Creston",427,789,285
"199511","03","015","Nelson",918,1547,555
"199511","03","045","Castlegar",408,764,304
"199511","03","052","Central Kootenay H",381,694,252
"199511","05","014","Trail",582,1001,351
"199511","05","032","Grand Forks",385,710,273
"199511","07","014","Oliver",407,736,256
"199511","07","035","Summerland",356,746,330
"199511","07","041","Penticton",2280,4103,1547
"199511","07","055","Okanagan-Similkameen H",544,953,312
"199511","09","009","Hope",630,1125,412
"199511","09","020","Chilliwack",3712,7103,2903
"199511","09","052","Abbotsford",4772,9247,3843
"199511","09","056","Mission",2026,4017,1700
"199511","15","001","Langley Township",2187,4006,1608
"199511","15","002","Langley City",1501,2807,1130
"199511","15","004","Surrey",17848,32939,12826
"199511","15","007","White Rock",699,977,241
"199511","15","011","Delta",2468,4397,1668
"199511","15","015","Richmond",4047,7230,2682
"199511","15","022","Vancouver",44402,63776,15825
"199511","15","025","Burnaby",9337,15526,5129
"199511","15","029","New Westminster",4376,6273,1491
"199511","15","034","Coquitlam",3691,6753,2566
"199511","15","039","Port Coquitlam",2075,3893,1575
"199511","15","043","Port Moody",615,1169,482
"199511","15","046","North Vancouver DM",1469,2478,877
"199511","15","051","North Vancouver City",2442,3985,1233
"199511","15","055","West Vancouver",335,479,119
"199511","15","070","Pitt Meadows",439,887,409
"199511","15","075","Maple Ridge",2903,5241,2011
"199511","17","010","Sidney",400,707,258
"199511","17","015","Central Saanich",281,480,172
"199511","17","021","Saanich",4042,6784,2355
"199511","17","027","Saltspring Island",454,850,341
"199511","17","034","Victoria",7541,10871,2777
"199511","17","040","Esquimalt",1622,2766,938
"199511","17","041","Colwood",389,761,315
"199511","17","044","Langford",890,1731,736
"199511","17","047","View Royal",326,598,240
"199511","17","052","Sooke",662,1291,537
"199511","19","008","North Cowichan",1661,3283,1356
"199511","19","012","Duncan",549,1031,418
"199511","19","016","Lake Cowichan",396,843,366
"199511","21","007","Nanaimo",6530,11870,4525
"199511","21","010","Nanaimo A",314,540,187
"199511","21","018","Parksville",607,1095,418
"199511","21","032","Nanaimo F",400,711,239
"199511","23","008","Port Alberni",1839,3589,1462
"199511","24","034","Campbell River",1976,3690,1484
"199511","26","005","Comox",393,729,286
"199511","26","010","Courtenay",2363,4505,1807
"199511","27","008","Powell River",1103,1949,695
"199511","29","011","Sechelt",627,1123,424
"199511","31","006","Squamish",597,1145,467
"199511","33","042","Kamloops",5465,9879,3768
"199511","35","010","Kelowna",5254,9565,3667
"199511","35","029","West Kelowna",666,1485,713
"199511","35","802","Tsinstikeptum 9",263,508,209
"199511","37","014","Vernon",2664,4932,1924
"199511","37","028","Armstrong",382,738,304
"199511","39","032","Salmon Arm",644,1211,478
"199511","41","005","One Hundred Mile House",430,847,349
"199511","41","009","Williams Lake",871,1680,704
"199511","41","013","Quesnel",1058,2022,800
"199511","43","023","Port Hardy",357,709,303
"199511","47","012","Prince Rupert",1407,2796,1112
"199511","49","005","Kitimat",462,888,374
"199511","49","011","Terrace",1004,1971,811
"199511","51","007","Vanderhoof",257,524,224
"199511","51","043","Smithers",319,571,221
"199511","53","023","Prince George",6074,11082,4457
"199511","55","014","Dawson Creek",1060,1993,831
"199511","55","034","Fort St. John",791,1530,656
"199512","01","022","Cranbrook",1474,2793,1095
"199512","03","004","Creston",448,858,324
"199512","03","015","Nelson",945,1609,585
"199512","03","045","Castlegar",425,801,320
"199512","03","052","Central Kootenay H",379,688,245
"199512","05","014","Trail",577,995,352
"199512","05","032","Grand Forks",394,739,282
"199512","07","014","Oliver",398,721,251
"199512","07","035","Summerland",368,768,332
"199512","07","041","Penticton",2331,4174,1550
"199512","07","055","Okanagan-Similkameen H",528,945,316
"199512","09","009","Hope",653,1167,422
"199512","09","020","Chilliwack",3849,7336,2986
"199512","09","052","Abbotsford",4836,9370,3895
"199512","09","056","Mission",2049,4078,1723
"199512","15","001","Langley Township",2232,4100,1645
"199512","15","002","Langley City",1482,2769,1117
"199512","15","004","Surrey",17918,33190,12927
"199512","15","007","White Rock",703,989,246
"199512","15","011","Delta",2479,4391,1660
"199512","15","015","Richmond",4022,7247,2714
"199512","15","022","Vancouver",43869,63348,15934
"199512","15","025","Burnaby",9343,15584,5192
"199512","15","029","New Westminster",4342,6272,1517
"199512","15","034","Coquitlam",3722,6785,2564
"199512","15","039","Port Coquitlam",2081,3886,1570
"199512","15","043","Port Moody",631,1174,473
"199512","15","046","North Vancouver DM",1453,2477,891
"199512","15","051","North Vancouver City",2425,3963,1219
"199512","15","055","West Vancouver",323,464,119
"199512","15","070","Pitt Meadows",467,917,409
"199512","15","075","Maple Ridge",2945,5314,2028
"199512","17","010","Sidney",409,720,257
"199512","17","015","Central Saanich",284,492,180
"199512","17","021","Saanich",4116,6921,2395
"199512","17","027","Saltspring Island",451,842,341
"199512","17","034","Victoria",7587,10938,2788
"199512","17","040","Esquimalt",1657,2835,972
"199512","17","041","Colwood",391,744,303
"199512","17","044","Langford",924,1801,759
"199512","17","047","View Royal",340,622,251
"199512","17","052","Sooke",694,1367,565
"199512","19","008","North Cowichan",1683,3353,1402
"199512","19","012","Duncan",556,1038,409
"199512","19","016","Lake Cowichan",397,855,374
"199512","21","007","Nanaimo",6576,11958,4555
"199512","21","010","Nanaimo A",317,544,188
"199512","21","018","Parksville",616,1120,426
"199512","21","032","Nanaimo F",427,788,279
"199512","23","008","Port Alberni",1871,3594,1444
"199512","24","034","Campbell River",1994,3745,1513
"199512","26","005","Comox",391,732,294
"199512","26","010","Courtenay",2409,4622,1863
"199512","27","008","Powell River",1150,2037,720
"199512","29","011","Sechelt",651,1163,435
"199512","31","006","Squamish",639,1206,482
"199512","33","042","Kamloops",5543,9992,3793
"199512","35","010","Kelowna",5306,9715,3725
"199512","35","029","West Kelowna",667,1472,700
"199512","35","802","Tsinstikeptum 9",272,538,226
"199512","37","014","Vernon",2686,4947,1926
"199512","37","028","Armstrong",395,785,332
"199512","39","032","Salmon Arm",696,1295,510
"199512","41","005","One Hundred Mile House",447,884,360
"199512","41","009","Williams Lake",894,1739,739
"199512","41","013","Quesnel",1093,2058,800
"199512","43","023","Port Hardy",390,775,329
"199512","47","012","Prince Rupert",1435,2823,1106
"199512","49","005","Kitimat",497,953,399
"199512","49","011","Terrace",1027,2032,836
"199512","51","007","Vanderhoof",263,552,240
"199512","51","043","Smithers",334,601,229
"199512","53","023","Prince George",6132,11139,4456
"199512","55","014","Dawson Creek",1072,2022,844
"199512","55","034","Fort St. John",806,1539,645
"199601","01","022","Cranbrook",1497,2801,1073
"199601","03","004","Creston",462,869,323
"199601","03","015","Nelson",943,1610,584
"199601","03","045","Castlegar",447,843,332
"199601","03","052","Central Kootenay H",375,679,245
"199601","05","014","Trail",586,1014,357
"199601","05","032","Grand Forks",408,758,286
"199601","07","014","Oliver",427,793,286
"199601","07","035","Summerland",376,774,334
"199601","07","041","Penticton",2359,4221,1554
"199601","07","055","Okanagan-Similkameen H",515,923,311
"199601","09","009","Hope",660,1166,415
"199601","09","020","Chilliwack",3893,7454,3037
"199601","09","052","Abbotsford",4854,9393,3885
"199601","09","056","Mission",2087,4193,1792
"199601","15","001","Langley Township",2265,4179,1679
"199601","15","002","Langley City",1518,2813,1125
"199601","15","004","Surrey",18018,33480,13065
"199601","15","007","White Rock",718,1019,258
"199601","15","011","Delta",2538,4496,1700
"199601","15","015","Richmond",4078,7340,2741
"199601","15","022","Vancouver",43568,63113,15976
"199601","15","025","Burnaby",9431,15757,5231
"199601","15","029","New Westminster",4363,6329,1558
"199601","15","034","Coquitlam",3749,6911,2626
"199601","15","039","Port Coquitlam",2071,3938,1616
"199601","15","043","Port Moody",651,1217,493
"199601","15","046","North Vancouver DM",1457,2464,872
"199601","15","051","North Vancouver City",2417,3920,1195
"199601","15","055","West Vancouver",316,453,115
"199601","15","070","Pitt Meadows",484,948,416
"199601","15","075","Maple Ridge",2942,5291,2003
"199601","17","010","Sidney",425,762,284
"199601","17","015","Central Saanich",284,477,166
"199601","17","021","Saanich",4144,7024,2458
"199601","17","027","Saltspring Island",478,886,353
"199601","17","034","Victoria",7553,10947,2811
"199601","17","040","Esquimalt",1687,2864,964
"199601","17","041","Colwood",415,794,324
"199601","17","044","Langford",947,1823,763
"199601","17","047","View Royal",344,612,239
"199601","17","052","Sooke",699,1381,571
"199601","19","008","North Cowichan",1734,3473,1458
"199601","19","012","Duncan",568,1062,424
"199601","19","016","Lake Cowichan",403,873,381
"199601","21","007","Nanaimo",6629,12081,4587
"199601","21","010","Nanaimo A",314,543,188
"199601","21","018","Parksville",650,1170,438
"199601","21","032","Nanaimo F",443,824,293
"199601","23","008","Port Alberni",1867,3630,1466
"199601","24","034","Campbell River",2051,3846,1533
"199601","26","005","Comox",419,780,305
"199601","26","010","Courtenay",2432,4694,1902
"199601","27","008","Powell River",1160,2059,726
"199601","29","011","Sechelt",671,1183,431
"199601","31","006","Squamish",681,1274,497
"199601","33","042","Kamloops",5622,10220,3902
"199601","35","010","Kelowna",5322,9777,3751
"199601","35","029","West Kelowna",689,1503,705
